prefix,reference,entity
statistical-geography,E07000073,8600099
statistical-geography,E07000074,8600100
statistical-geography,E07000075,8600101
statistical-geography,E07000076,8600102
statistical-geography,E07000077,8600103
statistical-geography,E07000078,8600104
statistical-geography,E07000079,8600105
statistical-geography,E07000080,8600106
statistical-geography,E07000081,8600107
statistical-geography,E07000082,8600108
statistical-geography,E07000083,8600109
statistical-geography,E07000084,8600110
statistical-geography,E07000085,8600111
statistical-geography,E07000086,8600112
statistical-geography,E07000087,8600113
statistical-geography,E07000088,8600114
statistical-geography,E07000089,8600115
statistical-geography,E07000090,8600116
statistical-geography,E07000091,8600117
statistical-geography,E07000092,8600118
statistical-geography,E07000093,8600119
statistical-geography,E07000094,8600120
statistical-geography,E07000095,8600121
statistical-geography,E07000096,8600122
statistical-geography,E07000098,8600123
statistical-geography,E07000099,8600124
statistical-geography,E07000102,8600125
statistical-geography,E07000103,8600126
statistical-geography,E07000105,8600127
statistical-geography,E07000106,8600128
statistical-geography,E07000107,8600129
statistical-geography,E07000108,8600130
statistical-geography,E07000109,8600131
statistical-geography,E07000110,8600132
statistical-geography,E07000111,8600133
statistical-geography,E07000112,8600134
statistical-geography,E07000113,8600135
statistical-geography,E07000114,8600136
statistical-geography,E07000115,8600137
statistical-geography,E07000116,8600138
statistical-geography,E07000117,8600139
statistical-geography,E07000118,8600140
statistical-geography,E07000119,8600141
statistical-geography,E07000120,8600142
statistical-geography,E07000121,8600143
statistical-geography,E07000122,8600144
statistical-geography,E07000123,8600145
statistical-geography,E07000124,8600146
statistical-geography,E07000125,8600147
statistical-geography,E07000126,8600148
statistical-geography,E07000127,8600149
statistical-geography,E07000128,8600150
statistical-geography,E07000129,8600151
statistical-geography,E07000130,8600152
statistical-geography,E07000131,8600153
statistical-geography,E07000132,8600154
statistical-geography,E07000133,8600155
statistical-geography,E07000134,8600156
statistical-geography,E07000135,8600157
statistical-geography,E07000136,8600158
statistical-geography,E07000137,8600159
statistical-geography,E07000138,8600160
statistical-geography,E07000139,8600161
statistical-geography,E07000140,8600162
statistical-geography,E07000141,8600163
statistical-geography,E07000142,8600164
statistical-geography,E07000143,8600165
statistical-geography,E07000144,8600166
statistical-geography,E07000145,8600167
statistical-geography,E07000146,8600168
statistical-geography,E07000147,8600169
statistical-geography,E07000148,8600170
statistical-geography,E07000149,8600171
statistical-geography,E07000150,8600172
statistical-geography,E07000151,8600173
statistical-geography,E07000152,8600174
statistical-geography,E07000153,8600175
statistical-geography,E07000154,8600176
statistical-geography,E07000155,8600177
statistical-geography,E07000156,8600178
statistical-geography,E07000163,8600179
statistical-geography,E07000164,8600180
statistical-geography,E07000165,8600181
statistical-geography,E07000166,8600182
statistical-geography,E07000167,8600183
statistical-geography,E07000168,8600184
statistical-geography,E07000169,8600185
statistical-geography,E07000170,8600186
statistical-geography,E07000171,8600187
statistical-geography,E07000172,8600188
statistical-geography,E07000173,8600189
statistical-geography,E07000174,8600190
statistical-geography,E07000175,8600191
statistical-geography,E07000176,8600192
statistical-geography,E07000177,8600193
statistical-geography,E07000178,8600194
statistical-geography,E07000179,8600195
statistical-geography,E07000180,8600196
statistical-geography,E07000181,8600197
statistical-geography,E07000187,8600198
statistical-geography,E07000188,8600199
statistical-geography,E07000189,8600200
statistical-geography,E07000192,8600201
statistical-geography,E07000193,8600202
statistical-geography,E07000194,8600203
statistical-geography,E07000195,8600204
statistical-geography,E07000196,8600205
statistical-geography,E07000197,8600206
statistical-geography,E07000198,8600207
statistical-geography,E07000199,8600208
statistical-geography,E07000200,8600209
statistical-geography,E07000202,8600210
statistical-geography,E07000203,8600211
statistical-geography,E07000207,8600212
statistical-geography,E07000208,8600213
statistical-geography,E07000209,8600214
statistical-geography,E07000210,8600215
statistical-geography,E07000211,8600216
statistical-geography,E07000212,8600217
statistical-geography,E07000213,8600218
statistical-geography,E07000214,8600219
statistical-geography,E07000215,8600220
statistical-geography,E07000216,8600221
statistical-geography,E07000217,8600222
statistical-geography,E07000218,8600223
statistical-geography,E07000219,8600224
statistical-geography,E07000220,8600225
statistical-geography,E07000221,8600226
statistical-geography,E07000222,8600227
statistical-geography,E07000223,8600228
statistical-geography,E07000224,8600229
statistical-geography,E07000225,8600230
statistical-geography,E07000226,8600231
statistical-geography,E07000227,8600232
statistical-geography,E07000228,8600233
statistical-geography,E07000229,8600234
statistical-geography,E07000234,8600235
statistical-geography,E07000235,8600236
statistical-geography,E07000236,8600237
statistical-geography,E07000237,8600238
statistical-geography,E07000238,8600239
statistical-geography,E07000239,8600240
statistical-geography,E07000240,8600241
statistical-geography,E07000241,8600242
statistical-geography,E07000242,8600243
statistical-geography,E07000243,8600244
statistical-geography,E07000244,8600245
statistical-geography,E07000245,8600246
statistical-geography,E07000246,8600247
statistical-geography,E08000001,8600248
statistical-geography,E08000002,8600249
statistical-geography,E08000003,8600250
statistical-geography,E08000004,8600251
statistical-geography,E08000005,8600252
statistical-geography,E08000006,8600253
statistical-geography,E08000007,8600254
statistical-geography,E08000008,8600255
statistical-geography,E08000009,8600256
statistical-geography,E08000010,8600257
statistical-geography,E08000011,8600258
statistical-geography,E08000012,8600259
statistical-geography,E08000013,8600260
statistical-geography,E08000014,8600261
statistical-geography,E08000015,8600262
statistical-geography,E08000016,8600263
statistical-geography,E08000017,8600264
statistical-geography,E08000018,8600265
statistical-geography,E08000019,8600266
statistical-geography,E08000021,8600267
statistical-geography,E08000022,8600268
statistical-geography,E08000023,8600269
statistical-geography,E08000024,8600270
statistical-geography,E08000025,8600271
statistical-geography,E08000026,8600272
statistical-geography,E08000027,8600273
statistical-geography,E08000028,8600274
statistical-geography,E08000029,8600275
statistical-geography,E08000030,8600276
statistical-geography,E08000031,8600277
statistical-geography,E08000032,8600278
statistical-geography,E08000033,8600279
statistical-geography,E08000034,8600280
statistical-geography,E08000035,8600281
statistical-geography,E08000036,8600282
statistical-geography,E08000037,8600283
statistical-geography,E09000001,8600284
statistical-geography,E09000002,8600285
statistical-geography,E09000003,8600286
statistical-geography,E09000004,8600287
statistical-geography,E09000005,8600288
statistical-geography,E09000006,8600289
statistical-geography,E09000007,8600290
statistical-geography,E09000008,8600291
statistical-geography,E09000009,8600292
statistical-geography,E09000010,8600293
statistical-geography,E09000011,8600294
statistical-geography,E09000012,8600295
statistical-geography,E09000013,8600296
statistical-geography,E09000014,8600297
statistical-geography,E09000015,8600298
statistical-geography,E09000016,8600299
statistical-geography,E09000017,8600300
statistical-geography,E09000018,8600301
statistical-geography,E09000019,8600302
statistical-geography,E09000020,8600303
statistical-geography,E09000021,8600304
statistical-geography,E09000022,8600305
statistical-geography,E09000023,8600306
statistical-geography,E09000024,8600307
statistical-geography,E09000025,8600308
statistical-geography,E09000026,8600309
statistical-geography,E09000027,8600310
statistical-geography,E09000028,8600311
statistical-geography,E09000029,8600312
statistical-geography,E09000030,8600313
statistical-geography,E09000031,8600314
statistical-geography,E09000032,8600315
statistical-geography,E09000033,8600316
statistical-geography,E06000060,8600318
statistical-geography,E06000061,8600319
statistical-geography,E06000062,8600320
statistical-geography,00AA,8600321
statistical-geography,00AB,8600322
statistical-geography,00AC,8600323
statistical-geography,00AD,8600324
statistical-geography,00AE,8600325
statistical-geography,00AF,8600326
statistical-geography,00AG,8600327
statistical-geography,00AH,8600328
statistical-geography,00AJ,8600329
statistical-geography,00AK,8600330
statistical-geography,00AL,8600331
statistical-geography,00AM,8600332
statistical-geography,00AN,8600333
statistical-geography,00AP,8600334
statistical-geography,00AQ,8600335
statistical-geography,00AR,8600336
statistical-geography,00AS,8600337
statistical-geography,00AT,8600338
statistical-geography,00AU,8600339
statistical-geography,00AW,8600340
statistical-geography,00AX,8600341
statistical-geography,00AY,8600342
statistical-geography,00AZ,8600343
statistical-geography,00BA,8600344
statistical-geography,00BB,8600345
statistical-geography,00BC,8600346
statistical-geography,00BD,8600347
statistical-geography,00BE,8600348
statistical-geography,00BF,8600349
statistical-geography,00BG,8600350
statistical-geography,00BH,8600351
statistical-geography,00BJ,8600352
statistical-geography,00BK,8600353
statistical-geography,00BL,8600354
statistical-geography,00BM,8600355
statistical-geography,00BN,8600356
statistical-geography,00BP,8600357
statistical-geography,00BQ,8600358
statistical-geography,00BR,8600359
statistical-geography,00BS,8600360
statistical-geography,00BT,8600361
statistical-geography,00BU,8600362
statistical-geography,00BW,8600363
statistical-geography,00BX,8600364
statistical-geography,00BY,8600365
statistical-geography,00BZ,8600366
statistical-geography,00CA,8600367
statistical-geography,00CB,8600368
statistical-geography,00CC,8600369
statistical-geography,00CE,8600370
statistical-geography,00CF,8600371
statistical-geography,00CG,8600372
statistical-geography,00CH,8600373
statistical-geography,00CJ,8600374
statistical-geography,00CK,8600375
statistical-geography,00CL,8600376
statistical-geography,00CM,8600377
statistical-geography,00CN,8600378
statistical-geography,00CQ,8600379
statistical-geography,00CR,8600380
statistical-geography,00CS,8600381
statistical-geography,00CT,8600382
statistical-geography,00CU,8600383
statistical-geography,00CW,8600384
statistical-geography,00CX,8600385
statistical-geography,00CY,8600386
statistical-geography,00CZ,8600387
statistical-geography,00DA,8600388
statistical-geography,00DB,8600389
statistical-geography,00EB,8600390
statistical-geography,00EC,8600391
statistical-geography,00EE,8600392
statistical-geography,00EF,8600393
statistical-geography,00EH,8600394
statistical-geography,00EJ,8600395
statistical-geography,00EM,8600396
statistical-geography,00EQ,8600397
statistical-geography,00ET,8600398
statistical-geography,00EU,8600399
statistical-geography,00EW,8600400
statistical-geography,00EX,8600401
statistical-geography,00EY,8600402
statistical-geography,00FA,8600403
statistical-geography,00FB,8600404
statistical-geography,00FC,8600405
statistical-geography,00FD,8600406
statistical-geography,00FF,8600407
statistical-geography,00FK,8600408
statistical-geography,00FN,8600409
statistical-geography,00FP,8600410
statistical-geography,00FY,8600411
statistical-geography,00GA,8600412
statistical-geography,00GF,8600413
statistical-geography,00GG,8600414
statistical-geography,00GL,8600415
statistical-geography,00HA,8600416
statistical-geography,00HB,8600417
statistical-geography,00HC,8600418
statistical-geography,00HD,8600419
statistical-geography,00HE,8600420
statistical-geography,00HF,8600421
statistical-geography,00HG,8600422
statistical-geography,00HH,8600423
statistical-geography,00HN,8600424
statistical-geography,00HP,8600425
statistical-geography,00HX,8600426
statistical-geography,00HY,8600427
statistical-geography,00JA,8600428
statistical-geography,00KA,8600429
statistical-geography,00KB,8600430
statistical-geography,00KC,8600431
statistical-geography,00KF,8600432
statistical-geography,00KG,8600433
statistical-geography,00LC,8600434
statistical-geography,00MA,8600435
statistical-geography,00MB,8600436
statistical-geography,00MC,8600437
statistical-geography,00MD,8600438
statistical-geography,00ME,8600439
statistical-geography,00MF,8600440
statistical-geography,00MG,8600441
statistical-geography,00ML,8600442
statistical-geography,00MR,8600443
statistical-geography,00MS,8600444
statistical-geography,00MW,8600445
statistical-geography,00NA,8600446
statistical-geography,00NC,8600447
statistical-geography,00NE,8600448
statistical-geography,00NG,8600449
statistical-geography,00NJ,8600450
statistical-geography,00NL,8600451
statistical-geography,00NN,8600452
statistical-geography,00NQ,8600453
statistical-geography,00NS,8600454
statistical-geography,00NU,8600455
statistical-geography,00NX,8600456
statistical-geography,00NZ,8600457
statistical-geography,00PB,8600458
statistical-geography,00PD,8600459
statistical-geography,00PF,8600460
statistical-geography,00PH,8600461
statistical-geography,00PK,8600462
statistical-geography,00PL,8600463
statistical-geography,00PM,8600464
statistical-geography,00PP,8600465
statistical-geography,00PR,8600466
statistical-geography,00PT,8600467
statistical-geography,11UB,8600468
statistical-geography,11UC,8600469
statistical-geography,11UE,8600470
statistical-geography,11UF,8600471
statistical-geography,12UB,8600472
statistical-geography,12UC,8600473
statistical-geography,12UD,8600474
statistical-geography,12UE,8600475
statistical-geography,12UG,8600476
statistical-geography,16UB,8600477
statistical-geography,16UC,8600478
statistical-geography,16UD,8600479
statistical-geography,16UE,8600480
statistical-geography,16UF,8600481
statistical-geography,16UG,8600482
statistical-geography,17UB,8600483
statistical-geography,17UC,8600484
statistical-geography,17UD,8600485
statistical-geography,17UF,8600486
statistical-geography,17UG,8600487
statistical-geography,17UH,8600488
statistical-geography,17UJ,8600489
statistical-geography,17UK,8600490
statistical-geography,18UB,8600491
statistical-geography,18UC,8600492
statistical-geography,18UD,8600493
statistical-geography,18UE,8600494
statistical-geography,18UG,8600495
statistical-geography,18UH,8600496
statistical-geography,18UK,8600497
statistical-geography,18UL,8600498
statistical-geography,19UC,8600499
statistical-geography,19UD,8600500
statistical-geography,19UE,8600501
statistical-geography,19UG,8600502
statistical-geography,19UH,8600503
statistical-geography,19UJ,8600504
statistical-geography,21UC,8600505
statistical-geography,21UD,8600506
statistical-geography,21UF,8600507
statistical-geography,21UG,8600508
statistical-geography,21UH,8600509
statistical-geography,22UB,8600510
statistical-geography,22UC,8600511
statistical-geography,22UD,8600512
statistical-geography,22UE,8600513
statistical-geography,22UF,8600514
statistical-geography,22UG,8600515
statistical-geography,22UH,8600516
statistical-geography,22UJ,8600517
statistical-geography,22UK,8600518
statistical-geography,22UL,8600519
statistical-geography,22UN,8600520
statistical-geography,22UQ,8600521
statistical-geography,23UB,8600522
statistical-geography,23UC,8600523
statistical-geography,23UD,8600524
statistical-geography,23UE,8600525
statistical-geography,23UF,8600526
statistical-geography,23UG,8600527
statistical-geography,24UB,8600528
statistical-geography,24UC,8600529
statistical-geography,24UD,8600530
statistical-geography,24UE,8600531
statistical-geography,24UF,8600532
statistical-geography,24UG,8600533
statistical-geography,24UH,8600534
statistical-geography,24UJ,8600535
statistical-geography,24UL,8600536
statistical-geography,24UN,8600537
statistical-geography,24UP,8600538
statistical-geography,26UB,8600539
statistical-geography,26UC,8600540
statistical-geography,26UD,8600541
statistical-geography,26UE,8600542
statistical-geography,26UF,8600543
statistical-geography,26UG,8600544
statistical-geography,26UH,8600545
statistical-geography,26UJ,8600546
statistical-geography,26UK,8600547
statistical-geography,26UL,8600548
statistical-geography,29UB,8600549
statistical-geography,29UC,8600550
statistical-geography,29UD,8600551
statistical-geography,29UE,8600552
statistical-geography,29UG,8600553
statistical-geography,29UH,8600554
statistical-geography,29UK,8600555
statistical-geography,29UL,8600556
statistical-geography,29UM,8600557
statistical-geography,29UN,8600558
statistical-geography,29UP,8600559
statistical-geography,29UQ,8600560
statistical-geography,30UD,8600561
statistical-geography,30UE,8600562
statistical-geography,30UF,8600563
statistical-geography,30UG,8600564
statistical-geography,30UH,8600565
statistical-geography,30UJ,8600566
statistical-geography,30UK,8600567
statistical-geography,30UL,8600568
statistical-geography,30UM,8600569
statistical-geography,30UN,8600570
statistical-geography,30UP,8600571
statistical-geography,30UQ,8600572
statistical-geography,31UB,8600573
statistical-geography,31UC,8600574
statistical-geography,31UD,8600575
statistical-geography,31UE,8600576
statistical-geography,31UG,8600577
statistical-geography,31UH,8600578
statistical-geography,31UJ,8600579
statistical-geography,32UB,8600580
statistical-geography,32UC,8600581
statistical-geography,32UD,8600582
statistical-geography,32UE,8600583
statistical-geography,32UF,8600584
statistical-geography,32UG,8600585
statistical-geography,32UH,8600586
statistical-geography,33UB,8600587
statistical-geography,33UC,8600588
statistical-geography,33UD,8600589
statistical-geography,33UE,8600590
statistical-geography,33UF,8600591
statistical-geography,33UG,8600592
statistical-geography,33UH,8600593
statistical-geography,34UB,8600594
statistical-geography,34UC,8600595
statistical-geography,34UD,8600596
statistical-geography,34UE,8600597
statistical-geography,34UF,8600598
statistical-geography,34UG,8600599
statistical-geography,34UH,8600600
statistical-geography,36UB,8600601
statistical-geography,36UC,8600602
statistical-geography,36UD,8600603
statistical-geography,36UE,8600604
statistical-geography,36UF,8600605
statistical-geography,36UG,8600606
statistical-geography,36UH,8600607
statistical-geography,37UB,8600608
statistical-geography,37UC,8600609
statistical-geography,37UD,8600610
statistical-geography,37UE,8600611
statistical-geography,37UF,8600612
statistical-geography,37UG,8600613
statistical-geography,37UJ,8600614
statistical-geography,38UB,8600615
statistical-geography,38UC,8600616
statistical-geography,38UD,8600617
statistical-geography,38UE,8600618
statistical-geography,38UF,8600619
statistical-geography,40UB,8600620
statistical-geography,40UC,8600621
statistical-geography,40UD,8600622
statistical-geography,40UE,8600623
statistical-geography,40UF,8600624
statistical-geography,41UB,8600625
statistical-geography,41UC,8600626
statistical-geography,41UD,8600627
statistical-geography,41UE,8600628
statistical-geography,41UF,8600629
statistical-geography,41UG,8600630
statistical-geography,41UH,8600631
statistical-geography,41UK,8600632
statistical-geography,42UB,8600633
statistical-geography,42UC,8600634
statistical-geography,42UD,8600635
statistical-geography,42UE,8600636
statistical-geography,42UF,8600637
statistical-geography,42UG,8600638
statistical-geography,42UH,8600639
statistical-geography,43UB,8600640
statistical-geography,43UC,8600641
statistical-geography,43UD,8600642
statistical-geography,43UE,8600643
statistical-geography,43UF,8600644
statistical-geography,43UG,8600645
statistical-geography,43UH,8600646
statistical-geography,43UJ,8600647
statistical-geography,43UK,8600648
statistical-geography,43UL,8600649
statistical-geography,43UM,8600650
statistical-geography,44UB,8600651
statistical-geography,44UC,8600652
statistical-geography,44UD,8600653
statistical-geography,44UE,8600654
statistical-geography,44UF,8600655
statistical-geography,45UB,8600656
statistical-geography,45UC,8600657
statistical-geography,45UD,8600658
statistical-geography,45UE,8600659
statistical-geography,45UF,8600660
statistical-geography,45UG,8600661
statistical-geography,45UH,8600662
statistical-geography,47UB,8600663
statistical-geography,47UC,8600664
statistical-geography,47UD,8600665
statistical-geography,47UE,8600666
statistical-geography,47UF,8600667
statistical-geography,47UG,8600668
statistical-geography,00QA,8600669
statistical-geography,00QB,8600670
statistical-geography,00QC,8600671
statistical-geography,00QD,8600672
statistical-geography,00QE,8600673
statistical-geography,00QF,8600674
statistical-geography,00QG,8600675
statistical-geography,00QH,8600676
statistical-geography,00QJ,8600677
statistical-geography,00QK,8600678
statistical-geography,00QL,8600679
statistical-geography,00QM,8600680
statistical-geography,00QN,8600681
statistical-geography,00QP,8600682
statistical-geography,00QQ,8600683
statistical-geography,00QR,8600684
statistical-geography,00QS,8600685
statistical-geography,00QT,8600686
statistical-geography,00QU,8600687
statistical-geography,00QW,8600688
statistical-geography,00QX,8600689
statistical-geography,00QY,8600690
statistical-geography,00QZ,8600691
statistical-geography,00RA,8600692
statistical-geography,00RB,8600693
statistical-geography,00RC,8600694
statistical-geography,00RD,8600695
statistical-geography,00RE,8600696
statistical-geography,00RF,8600697
statistical-geography,00RG,8600698
statistical-geography,00RH,8600699
statistical-geography,00RJ,8600700
statistical-geography,E06000028,8600701
statistical-geography,E06000029,8600702
statistical-geography,E06000048,8600703
statistical-geography,E07000048,8600704
statistical-geography,E07000049,8600705
statistical-geography,E07000050,8600706
statistical-geography,E07000051,8600707
statistical-geography,E07000052,8600708
statistical-geography,E07000053,8600709
statistical-geography,E07000097,8600710
statistical-geography,E07000100,8600711
statistical-geography,E07000101,8600712
statistical-geography,E07000104,8600713
statistical-geography,E07000190,8600714
statistical-geography,E07000191,8600715
statistical-geography,E07000201,8600716
statistical-geography,E07000204,8600717
statistical-geography,E07000205,8600718
statistical-geography,E07000206,8600719
statistical-geography,E08000020,8600720
statistical-geography,E06000063,8600721
statistical-geography,E06000064,8600722
statistical-geography,E06000065,8600723
statistical-geography,E06000066,8600724
